1-UP	1-up
조선글	Hangeul
조선동해	Sea of Japan
조선동해	the Sea of Japan
조선무	daikon
조선민주주의인민공화국	Democratic People's Republic of Korea
조선민주주의인민공화국	Democratic People’s Republic of Korea
조선반도	Korean Peninsula
조선소	shipyard
조선어	Korean
조선옷	hanbok
조선의	Korean
조선인	Korean
조선전쟁	Korean War
조세 피난처	tax haven
조소의 대상	laughing stock
조수	assistant
조시	dirge
조심	caution
조심스럽게	carefully
조약	treaty
조어도	Senkaku Islands
조언	advice
조언하다	advise
조용하게	quietly
조용하다	demure
조용하다	quiet
조용히 하다	keep quiet
조용히	quietly
조울증	bipolar affective disorder
조울증	bipolar disorder
조울증	manic depression
조이다	squeeze
조이스틱	joystick
조잡하다	shoddy
조절	control
조절하다	control
조정하다	adjust
조정하다	arrange
조종사	aviator
조종사	pilot
조지	George
조지아 주	Georgia
조지타운	George Town
조지타운	Georgetown
조직	organization
조직이 없는	amorphous
조직하다	organize
조총	harquebus
조카	nephew
조카딸	niece
조판하다	typeset
조합	society
조합원	associate
조항	article
조향사	perfumer
조화시키다	coordinate
족보	genealogy
족쇄	fetter
족제비	weasel
존 불	John Bull
존경하다	admire
존댓말	honorific
존슨	Johnson
존엄	dignity
존엄성	dignity
존재	being
존재	existence
존재	life
존재이유	raison d'être
존재이유	raison d’etre
존재이유	raison d’être
존재하다	be
존재하다	exist
존중	respect
졸	pawn
졸리는	sleepy
졸업	graduation
졸업하다	graduate
졸작	rubbish
좀 도와주실 수 있으시나요	can you help me
좀	a little
좀비	zombie
좀체로...않게	seldom
좁다	narrow
좁은	narrow
종교	religion
종교의 자유	freedom of religion
종다리	skylark
종단속도	terminal velocity
종료하다	end
종료하다	finish
종류	feather
종류	type
종반	endgame
종사하다	attend
종사하다	look
종사하다	mind
종사하다	see
종사하다	take care
종속절	subordinate clause
종신형	life sentence
종양	tumor
종양학	oncology
종이	paper
종이접기	origami
종주국	suzerain
종주권	suzerainty
종지부	period
종카어	Drukpa
종카어	Dzongkha
종파	sect
종합	colligation
종합격투기	mixed martial arts
종횡비	aspect ratio
좆같은	fucking
좆되다	fuck
좆물	semen
좋게	nicely
좋아해요	I love you
좋은 하루 되세요	have a nice day
좌석 벨트	safety belt
좌석 벨트	seat belt
좌석 벨트	seatbelt
좌약	suppository
좌우명	motto
좌우하다	dominate
좌표	coordinate
좌표계	coordinate system
좡어	Zhuang
좡족	Zhuang
죄	guilt
죄송합니다	I'm sorry
죄송합니다	excuse me
죄송합니다	sorry
죄수	prisoner
죄인	prisoner
죄인	sinner
주	Lord
주	state
주	week
주간	day
주검	body
주격	nominative
주격	nominative case
주괴	ingot
주교	bishop The priest who acts as the highest religious official in a diocese
주구	running dog
주권	sovereignty
주근깨	freckle
주기	period
주기성	periodicity
주기율표	periodic table
주기율표	periodic table of elements
주노	Juneau
주님	Lord
주다	give
주도적	proactive
주두	capital
주두	stigma
주둥이	beak
주로	chiefly
주로	mainly
주룽	Kowloon
주막	inn
주막	tavern
주말	weekend
주머니	pouch
주머니쥐	opossum
주머니칼	penknife
주먹감자	bras d'honneur
주먹밥	onigiri
주목	attention
주목속	yew
주무시다	sleep
주문	incantation
주문	order
주문하다	order
주민	inhabitant
주바	Juba
주방	kitchen
주방장	chef
주방장	head chef
주방장	head cook
주부	housewife
주사 바늘	hypodermic needle
주사 바늘	needle
주사	injection
주사기	syringe
주사위 놀이	backgammon
주사위는 던져졌다	the die is cast
주서	juicer
주석	annotation
주석	tin
주소	address
주소	residence
주스	juice
주스기	juicer
주식 회사	joint-stock company
주야	day and night
주요	primacy
주요한	principal
주유소	gas station
주음 부호	Zhuyin fuhao
주의	attention
주의	caution
주의깊은	attentive
주의력결핍 과다행동장애	AD/HD
주의력결핍 과다행동장애	ADD
주의력결핍 과다행동장애	ADHD
주의력결핍 과다행동장애	attention deficit disorder
주의력결핍 과다행동장애	attention deficit hyperactivity disorder
주의하다	advert
주의하다	advise
주의하다	attend
주의하다	give ear
주의하다	hang
주의하다	notice
주의하다	pay heed
주의하다	two week's notice
주의하여	carefully
주일	week
주장하다, 확고히 하다	assert
주장하다	assert
주장하다	insist
주장하다	put forward
주전자	teakettle
주전자	teapot
주정	spirit
주제	subject
주제	theme
주제	topic
주제가	theme song
주주	shareholder
주증상	cardinal symptom
주지사	governor
주지사	pasha
주차장	parking lot
주차하다	park
주철	cast iron
주체 사상	Juche
주체	Juche
주키니	courgette
주택	residence
주판	abacus
주피터	Jupiter
주하이	Zhuhai
주황색	orange
주황색의	orange
죽 음	case of death
죽 음	death
죽 음	event of death
죽 음	fatality
죽마	stilt
죽부인	Dutch wife
죽어	asleep
죽었다	dead
죽은 척 하다	play possum
죽은	dead
죽음	death
죽음의 무도	danse macabre
죽음의 파란 화면	blue screen of death
준	associate
준결승	semifinal
준동형사상	homomorphism A mapping between mathematical structures of the same type
준비된	ready
준비하다	prepare
준성	quasar
준성사	sacramental
준주	territory
준준결승	quarterfinal
준회원	associate
줄	file
줄	joule
줄	queue
줄	rasp
줄기	branch
줄기	cane
줄기	ridge
줄기세포	stem cell
줄넘기	skipping rope
줄리아	Julia
줄리엣	Juliet
중	Chinese
중	Sino
중간	middle
중간권	mesosphere
중간권계면	mesopause
중간뇌	midbrain
중고	secondhand
중국 공산당	Communist Party of China
중국 냄비	wok
중국 대륙	mainland China
중국	China
중국	Chinese
중국	People's Republic of China
중국말	Chinese
중국문명	China
중국보통어	Chinese
중국보통어	Mandarin
중국산	made in China
중국식	Chinese
중국어	Chinese
중국어	Mandarin
중국인	Chinese
중국인의 나머지 정리	CRT
중국화	sinicization
중금속	heavy metal
중단	hung
중독자	addict
중독자	junkie
중동	Middle East
중럅의	neutral
중량	weight
중력	gravitation
중력	gravity
중력자	graviton
중력파	gravitational wave
중립	neutrality
중립의	neutral
중반	middlegame
중복	redundancy
중복성	redundancy
중사	sergeant
중산	Zhongshan
중산모	bowler hat
중상	defamation
중상적인	slanderous
중생대	Mesozoic
중석	tungsten
중석기	Mesolithic
중석기시대	Mesolithic
중성	neuter
중성미자	neutrino
중성의	neuter
중성의	neuter gender The neutrally determined gender of a kind of word as used by some languages
중성의	neutral
중성자 폭탄	neutron bomb
중성자	neutron
중세 국어	Middle Korean
중세	Middle Ages
중수	heavy water
중수소	deuterium
중수소	heavy hydrogen
중식	lunch
중심	center
중심	middle
중심립	centromere
중앙 난방	central heating
중앙 정보국	CIA
중앙 처리 장치	central processing unit
중앙	middle
중앙아시아	Central Asia
중앙아프리카 공화국	Central African Republic
중앙유럽	Central Europe
중앙의	middle
중얼거리다	babble
중역 회의실	board room
중역 회의실	board-room
중역 회의실	boardroom
중요성	prominence
중요성	significance
중요하다	important
중요하다	matter
중요한	vital
중우정치	mobocracy
중우정치	ochlocracy
중위	lieutenant
중의학	traditional Chinese medicine
중이염	middle ear infection Inflammation of the middle ear
중이염	otitis media
중장	lieutenant general
중재인	referee
중절	hiatus
중조	baking soda
중지	middle finger
중추절	Mid-Autumn Festival
중편소설	novella
중학교	middle school
중한	Sino-Korean
중합체	polymer
중화 타이베이	Chinese Taipei
중화	neutralization
중화민국	Republic of China
중화사상	Sinocentrism
중화인민공화국	People's Republic of China
쥐	mouse
쥐구멍	mousehole
쥐다	hold
쥐덫	mouse trap
쥐덫	mousetrap
쥐오줌풀	valerian
즉석라면	instant noodle
즉시	immediate
즐거운 성탄절	merry Christmas
즐거운	fun
즐거운	merry
즐거움	delight
즐거움	joy
즐기다	have fun
즐로티	zloty
증가시키다	augment
증가시키다	increase
증거	proof
증권 거래소	stock exchange
증기 기관차	steam locomotive
증기	steam
증기	vapor
증기선	steamship
증대사	augmentative
증명	certification
증상	symptom
증서	instrument
증수회	bribery
증식	proliferation
증언	testimony
증오범죄	hate crime
증오심	hatred
증인	witness
증인	witness to
증조모	great-grandmother
증조모	great-great-great-grandmother
증조모	great-great-great-great-great-great-great-great-great-great-grandmother
증조부	great-grandfather
증조부	great-great-great-grandfather
증조부	great-great-great-great-grandfather
증조부	great-great-great-great-great-grandfather
증조부	great-great-great-great-great-great-grandfather
증착	deposition
증회	bribery
증후군	syndrome
지 어떤지	whether
지	not
지	whether
지각	crust
지각	late
지각	the late
지각하다	late
지각하다	the late
지갑	purse
지갑	wallet
지구 온난화	global warming
지구 태양계의 3번째 행성	Blue Planet The third planet  of our solar system
지구 태양계의 3번째 행성	Earth
지구 태양계의 3번째 행성	earth
지구 태양계의 3번째 행성	globe
지구 태양계의 3번째 행성	world
지구	Earth
지구	globe
지구라트	ziggurat
지구밖	extra-terrestrial
지구밖	extraterrestrial
지구본	globe
지구의 날	Earth Day
지구의	globe
지구인	Earthling
지구인	Terran
지구화	terraforming
지그재그	zigzag
지그재그로	zigzag
지금 몇 시예요	what time is it
지금 몇 시예요	what's the time
지금 몇 시입니까	what time is it
지금 몇 시입니까	what's the time
지금	now
지금까지	so far
지나가다	elapse
지나간	past
지나간	paﬆ
지난	Jinan
지난	past
지난	paﬆ
지난밤	last night
지내다	get along
지내다	get along with
지네	centipede
지능 지수	intelligence quotient
지다	Jeddah
지다	be
지대	zone
지도	map
지도	tutorial
지도력	leadership
지도자	director
지도자	guru
지도자	leader
지도책	atlas
지도학	cartography
지라	spleen
지라프	giraffe
지렁이	earthworm
지렛대	purchase
지뢰	land mine
지룡	earthworm
지룡자	earthworm
지루하다	boring
지루하다	dull
지루하다	tedious
지루함	boredom
지루함	tedium
지류	tributary
지르코늄	zirconium
지리학	geography
지린 시	Jilin
지린 시	Jilin City
지만	however
지멘스	siemens
지명	placename
지문	dactylogram
지문	fingerprint
지바	Chiba
지방	district
지방의	local
지방화	localization
지배하다	dominate
지부티	Djibouti
지부티	Republic of Djibouti
지불 불능	insolvency
지불능력	solvency
지불연기	moratorium
지불유예	moratorium
지불정지	moratorium
지불할만한	affordable
지불할만한	low-cost
지불할만한	low-priced
지붕	roof
지브롤터	Gibraltar
지사	branch
지사	governor
지소사	diminutive
지속발기증	priapism
지속적인	ongoing
지스트링	G-string
지시대명사	demonstrative pronoun
지식	knowledge
지식인	intellectual
지실	potato
지압	shiatsu
지에이트	G8
지역 차단	regional lockout
지역	area
지역	region
지역	terrain
지옥	hell
지옥	inferno
지우개	eraser
지우다	defeat
지우다	erase
지원자	applicant
지원자	volunteer
지위	office
지위	position
지위	status
지의류	lichen
지적 설계	intelligent design
지적인	bright
지적인	clever
지적인	intelligent
지적인	quick-witted
지적인	sharp-witted
지적인	smart
지적인	witty
지적재산	intellectual property
지점 생산	post-production
지점	branch
지점	location
지주	spider
지주회사	holding company
지중해	Mediterranean
지중해	Mediterranean Sea
지지	earthly branch
지지	support
지진 해일	tsunami
지진	earthquake
지질학	geology
지질학자	geologist
지참금	dowry
지참금	tocher
지참금	trousseau
지출	expenditure
지층	bed
지층	formation
지친	weary
지침	tutorial
지크 하일	Sieg Heil
지키다	watch over
지팡이	walking stick
지퍼	zip fastener
지평선	horizon
지폐	banknote
지폐	paper money
지프	jeep
지하고 단념하십시요	cease and desist
지하도	subway
지하도	underpass
지하드	jihad
지하수	groundwater
지하실	basement
지하철	subway
지하철	underground
지하철	underground railway
지하출입구	area
지혈	hemostasis
지혈대	tourniquet
지협	isthmus
지형	terrain
지혜	intelligence
지혜	wisdom
지휘	direction
지휘봉	baton
직	office
직각	right angle
직경	diameter
직공	mechanic
직공	weaver
직교	quadrature
직류	DC
직물	fabric
직물	textile
직불 카드	debit card
직사각형	rectangle
직선	straightly
직업 소개소	employment agency
직업	employment
직업	job
직업	occupation
직업	profession
직업	vocation
직업	walk of life
직업은 무엇입니까	what's your job
